Date(Y-m-d),Time,Latitude_DD,Longitude_DD,Depth
2023-10-28,13:09:32,39.45149,-76.02026,6.5
2023-10-28,13:09:33,39.45149,-76.02029,6.49
2023-10-28,13:09:36,39.45148,-76.02034,6.38
2023-10-28,13:09:38,39.45148,-76.02038,6.35
2023-10-28,13:09:39,39.45148,-76.02039,6.38
2023-10-28,13:09:41,39.45147,-76.02043,6.35
2023-10-28,13:09:43,39.45147,-76.02045,6.32
2023-10-28,13:09:44,39.45147,-76.02047,6.31
2023-10-28,13:09:45,39.45147,-76.02049,6.28
2023-10-28,13:09:46,39.45146,-76.02051,6.28
2023-10-28,13:09:47,39.45146,-76.02052,6.25
2023-10-28,13:09:48,39.45146,-76.02054,6.2
2023-10-28,13:09:50,39.45145,-76.02058,6.22
2023-10-28,13:09:52,39.45144,-76.02064,6.18
2023-10-28,13:09:55,39.45143,-76.02069,6.15
2023-10-28,13:09:57,39.45143,-76.02072,6.12
