Date,Time,DataID,Temp(C),Pressure(mmHg),DO(%),DO(mg/L),SPC(uS/cm),SAL(ppt),pH,NO3-N(mg/L)
23/06/28,19:30:01,fjordmain,18.9,755.1,108.1,10.04,0.6,0,8.17,
23/06/28,19:35:01,fjordmain,9.6,754.9,103.8,10.02,40842,26,8.14,
23/06/28,19:40:01,fjordmain,9.5,755,99.6,9.62,40867,26,8.13,
23/06/28,19:45:01,fjordmain,9.5,755.1,99.2,9.58,41316,26.3,8.15,
23/06/28,19:50:01,fjordmain,9.1,754.9,99.6,9.71,41141,26.2,8.16,
23/06/28,19:55:01,fjordmain,8.9,755,99.6,9.74,41241,26.2,8.16,
23/06/28,20:00:01,fjordmain,9.1,755.1,98.6,9.6,41098,26.1,8.16,
23/06/28,20:40:00,fjordmain,8.4,755.2,96.4,9.6,40013,25.3,8.28,
23/06/28,20:45:00,fjordmain,8.5,755.2,96.4,9.56,40448,25.7,8.24,
23/06/28,20:50:00,fjordmain,7.4,755.1,96.9,9.8,41557,26.4,8.24,
23/06/28,20:55:00,fjordmain,5.2,754.9,95.1,10.39,36119,22.4,8.29,
23/06/28,21:00:00,fjordmain,4.7,755.1,92.3,10.27,35354,21.9,8.29,
23/06/28,21:05:00,fjordmain,5,755.2,91.6,10.15,34706,21.5,8.3,
23/06/28,21:10:00,fjordmain,5.6,755.2,90.7,9.91,33985,21,8.29,
23/06/28,21:15:00,fjordmain,8.8,755.1,88.4,8.92,34846,21.8,8.22,
23/06/28,21:20:00,fjordmain,10.9,755.2,90.9,8.75,35032,22,8.19,
23/06/28,21:25:00,fjordmain,10.4,755.1,93.1,8.97,37379,23.6,8.18,
23/06/28,21:30:00,fjordmain,9.4,755.1,93.1,9.13,38376,24.3,8.19,
23/06/28,21:35:00,fjordmain,9.4,755.1,93.4,9.16,38322,24.2,8.19,
23/06/28,21:40:00,fjordmain,9.6,755.1,94.2,9.25,36732,23.1,8.18,
23/06/28,21:45:00,fjordmain,9.2,755,93.7,9.12,40612,25.8,8.17,
23/06/28,21:50:00,fjordmain,9.7,755,92.5,8.94,40095,25.5,8.17,
23/06/28,21:55:00,fjordmain,10.6,755.1,92.5,8.8,38766,24.6,8.17,
23/06/28,22:00:00,fjordmain,9.6,754.9,94.2,9.09,40890,26,8.17,
23/06/28,22:05:00,fjordmain,9.8,755,93.7,9.02,40165,25.5,8.17,
23/06/28,22:10:00,fjordmain,10.3,754.8,93.9,9.15,34841,21.9,8.2,
23/06/28,22:15:00,fjordmain,10.9,754.9,94.5,9.07,34975,22,8.19,
23/06/28,22:20:00,fjordmain,9.8,754.9,97.3,9.88,28333,17.4,8.24,
23/06/28,22:25:00,fjordmain,8.4,754.8,98.3,10.29,28689,17.6,8.28,
23/06/28,22:30:00,fjordmain,9,754.8,96.9,10.15,25327,15.4,8.25,
23/06/28,22:35:00,fjordmain,10.4,754.8,95.1,9.85,20174,12,8.22,
23/06/28,22:40:00,fjordmain,11.2,754.8,95.3,9.78,17842,10.6,8.2,
23/06/28,22:45:00,fjordmain,7.9,754.7,100.2,10.27,36270,22.7,8.24,
23/06/29,13:50:30,specialfjord,7.5,755.1,116.6,11.9,38913,24.5,8.23,
23/06/29,13:51:00,specialfjord,7.3,755.2,113.8,11.67,38820,24.4,8.2,
23/06/29,13:51:30,specialfjord,7.2,755.2,112.6,11.58,38846,24.5,8.24,
23/06/29,13:52:00,specialfjord,7.2,755.2,111.7,11.5,38859,24.5,8.25,
23/06/29,13:52:30,specialfjord,7.2,755.2,111.5,11.49,38877,24.5,8.26,
23/06/29,13:53:00,specialfjord,7.2,755.2,111,11.44,38705,24.4,8.26,
23/06/29,13:53:30,specialfjord,7.2,755.1,110.7,11.42,38506,24.2,8.26,
23/06/29,13:54:00,specialfjord,7.2,755.1,110.5,11.41,38423,24.2,8.26,
23/06/29,13:54:30,specialfjord,7.2,755.1,110.3,11.38,38390,24.1,8.26,
23/06/29,13:55:00,specialfjord,7.2,755.2,110.2,11.38,38393,24.1,8.26,
23/06/29,13:55:30,specialfjord,7.1,755.1,110.1,11.36,38427,24.2,8.26,
23/06/29,13:56:00,specialfjord,7.1,755.1,109.8,11.35,38359,24.1,8.26,
23/06/29,13:56:30,specialfjord,7.1,755.1,109.6,11.33,38280,24.1,8.26,
23/06/29,13:57:00,specialfjord,7.1,755.1,109.5,11.34,38266,24,8.26,
23/06/29,13:57:30,specialfjord,7.1,755.2,109.3,11.3,38380,24.1,8.26,
23/06/29,13:58:00,specialfjord,7.1,755.1,109.1,11.27,38516,24.2,8.26,
23/06/29,13:58:30,specialfjord,7.1,755.1,109.1,11.26,38637,24.3,8.26,
23/06/29,13:59:00,specialfjord,7.1,755.1,108.8,11.23,38656,24.3,8.25,
23/06/29,13:59:30,specialfjord,7.1,755.2,108.8,11.22,38612,24.3,8.25,
23/06/29,14:00:00,specialfjord,7.1,755.1,108.8,11.26,37932,23.8,8.26,
23/06/29,14:00:30,specialfjord,7.2,755.3,108.7,11.28,37019,23.2,8.27,
23/06/29,14:01:00,specialfjord,7.2,755.3,108.9,11.31,37144,23.3,8.26,
23/06/29,14:01:30,specialfjord,7.1,755.3,108.8,11.29,37435,23.5,8.26,
23/06/29,14:02:00,specialfjord,7.2,755.2,108.8,11.29,37114,23.3,8.26,
23/06/29,14:02:30,specialfjord,7.2,755.2,108.6,11.28,36863,23.1,8.26,
23/06/29,14:03:00,specialfjord,7.2,755.2,108.6,11.29,36491,22.8,8.27,
23/06/29,14:03:30,specialfjord,7.5,755.1,108.2,11.36,33090,20.5,8.29,
23/06/29,14:04:00,specialfjord,7.6,755.1,107.4,11.25,32839,20.4,8.27,
23/06/29,14:04:30,specialfjord,7.5,755.2,107.7,11.25,33829,21,8.26,
23/06/29,14:05:00,specialfjord,7.4,755.2,107.8,11.23,34842,21.7,8.26,
23/06/29,14:05:30,specialfjord,7.4,755.2,107.8,11.21,35651,22.3,8.25,
23/06/29,14:06:00,specialfjord,7.4,755.1,108.2,11.25,35721,22.3,8.25,
23/06/29,14:06:30,specialfjord,7.7,755,107.1,11.33,29949,18.4,8.29,
23/06/29,14:07:00,specialfjord,7.8,755.2,106.6,11.2,30908,19.1,8.27,
23/06/29,14:07:30,specialfjord,7.6,755.2,107.2,11.2,33244,20.6,8.26,
23/06/29,14:08:00,specialfjord,7.4,755.1,107.8,11.2,35486,22.2,8.25,
23/06/29,14:08:30,specialfjord,7.3,755.1,108,11.19,36561,22.9,8.25,
23/06/29,14:09:00,specialfjord,7.2,755.1,108,11.19,37197,23.3,8.25,
23/06/29,14:09:30,specialfjord,7.2,755.1,108,11.19,37288,23.4,8.25,
23/06/29,14:10:00,specialfjord,7.3,755.2,108,11.21,36704,23,8.26,
23/06/29,14:10:30,specialfjord,7.3,755.2,107.7,11.17,36642,22.9,8.26,
23/06/29,14:11:00,specialfjord,7.3,755.2,108,11.19,36914,23.1,8.26,
23/06/29,14:11:30,specialfjord,7.3,755.2,107.8,11.19,36551,22.9,8.26,
23/06/29,14:12:00,specialfjord,7.4,755.2,107.6,11.23,34681,21.6,8.27,
23/06/29,14:12:30,specialfjord,7.5,755.2,108.1,11.3,33682,20.9,8.24,
23/06/29,14:13:00,specialfjord,7.7,755.3,104.5,11,30925,19.1,8.29,
23/06/29,14:13:30,specialfjord,7.6,755.3,103.3,10.8,32942,20.4,8.27,
23/06/29,14:14:00,specialfjord,7.5,755.3,102.6,10.72,33805,21,8.27,
23/06/29,14:14:30,specialfjord,7.5,755.2,102,10.65,33872,21.1,8.27,
23/06/29,14:15:00,specialfjord,7.5,755.3,101.7,10.59,34882,21.7,8.27,
23/06/29,14:15:30,specialfjord,7.4,755.3,102,10.6,35786,22.4,8.26,
23/06/29,14:16:00,specialfjord,7.3,755.3,102.1,10.61,36013,22.5,8.26,
23/06/29,14:16:30,specialfjord,7.4,755.2,101.4,10.53,35895,22.4,8.26,
23/06/29,14:17:00,specialfjord,7.3,755.1,100.6,10.44,36392,22.8,8.26,
23/06/29,14:17:30,specialfjord,7.4,755.1,101.1,10.56,34744,21.6,8.27,
23/06/29,14:18:00,specialfjord,7.8,755.2,100.6,10.69,28362,17.4,8.31,
23/06/29,14:18:30,specialfjord,8.2,755.1,99.4,10.59,25623,15.6,8.31,
23/06/29,14:19:00,specialfjord,8.3,755.1,99.2,10.56,25068,15.2,8.3,
23/06/29,14:19:30,specialfjord,8.3,755.2,98.8,10.45,26736,16.3,8.28,
23/06/29,14:20:00,specialfjord,8.2,755.2,98.9,10.43,27850,17,8.27,
23/06/29,14:20:30,specialfjord,8.2,755.3,99.4,10.5,27676,16.9,8.27,
23/06/29,14:21:00,specialfjord,8.2,755.2,98.6,10.44,27055,16.5,8.27,
23/06/29,14:21:30,specialfjord,8.3,755.2,99,10.48,26493,16.1,8.27,
23/06/29,14:22:00,specialfjord,8.3,755.2,98.6,10.44,26223,16,8.27,
23/06/29,14:22:30,specialfjord,8.4,755.3,98.6,10.45,26128,15.9,8.27,
23/06/29,14:23:00,specialfjord,8.4,755.2,98.7,10.45,26110,15.9,8.27,
23/06/29,14:23:30,specialfjord,8.4,755.3,98.4,10.41,26442,16.1,8.27,
23/06/29,14:24:00,specialfjord,8.3,755.3,98.2,10.37,26867,16.4,8.27,
23/06/29,14:24:30,specialfjord,8.3,755.3,98.6,10.39,27742,17,8.24,
23/06/29,14:25:00,specialfjord,8.2,755.5,98.6,10.35,29169,17.9,8.25,
23/06/29,14:25:30,specialfjord,8.1,755.5,98.3,10.33,28985,17.8,8.26,
23/06/29,14:26:00,specialfjord,8.2,755.5,98,10.34,28062,17.2,8.27,
23/06/29,14:26:30,specialfjord,8.7,755.5,98.2,10.57,20588,12.3,8.33,
23/06/29,14:27:00,specialfjord,9.1,755.5,97,10.51,16462,9.6,8.34,
23/06/29,14:27:30,specialfjord,9.1,755.3,96.9,10.39,19187,11.4,8.28,
23/06/29,14:28:00,specialfjord,8.7,755.4,98,10.45,22955,13.8,8.26,
23/06/29,14:28:30,specialfjord,8.7,755.4,97.8,10.5,20843,12.4,8.29,
23/06/29,14:29:00,specialfjord,9.1,755.4,97,10.43,18277,10.8,8.3,
23/06/29,14:29:30,specialfjord,8.5,755.3,100.2,10.56,26589,16.2,8.24,
23/06/29,14:30:00,specialfjord,8.1,755.4,100.6,10.55,29808,18.3,8.24,
23/06/29,14:30:30,specialfjord,8,755.4,99.5,10.43,30079,18.5,8.24,
23/06/29,14:31:00,specialfjord,8,755.5,99.2,10.45,28913,17.7,8.25,
23/06/29,14:31:30,specialfjord,8.4,755.4,98.8,10.63,22141,13.3,8.29,
23/06/29,14:32:00,specialfjord,8.7,755.5,97.9,10.69,17249,10.1,8.32,
23/06/29,14:32:30,specialfjord,8.6,755.4,97.9,10.72,16753,9.8,8.28,
23/06/29,14:33:00,specialfjord,8.4,755.6,98.1,10.75,17880,10.5,8.26,
23/06/29,14:33:30,specialfjord,8.2,755.4,98.3,10.73,19715,11.7,8.24,
23/06/29,14:34:00,specialfjord,8.1,755.4,98.8,10.76,21120,12.6,8.24,
23/06/29,14:34:30,specialfjord,8,755.4,98.9,10.74,22325,13.4,8.24,
23/06/29,14:35:00,specialfjord,7.9,755.5,99.1,10.77,22581,13.6,8.25,
23/06/29,14:35:30,specialfjord,7.9,755.4,98.9,10.76,22553,13.5,8.26,
23/06/29,14:36:00,specialfjord,7.7,755.4,99.2,10.81,23081,13.9,8.26,
23/06/29,14:36:30,specialfjord,7.5,755.5,99.7,10.89,23669,14.3,8.26,
23/06/29,14:37:00,specialfjord,7.2,755.4,100.3,11,24302,14.7,8.26,
23/06/29,14:37:30,specialfjord,6.9,755.5,100.6,11.09,24843,15,8.27,
23/06/29,14:38:00,specialfjord,6.5,755.6,101.4,11.23,25950,15.7,8.27,
23/06/29,14:38:30,specialfjord,6,755.6,102.4,11.43,27120,16.5,8.27,
23/06/29,14:39:00,specialfjord,5.7,755.5,102.2,11.38,29315,17.9,8.27,
23/06/29,14:39:30,specialfjord,5.7,755.5,101.8,11.25,31220,19.2,8.26,
23/06/29,14:40:00,specialfjord,5.4,755.6,102.5,11.47,29704,18.1,8.28,
23/06/29,14:40:30,specialfjord,5.1,755.6,102.8,11.66,28786,17.5,8.29,
23/06/29,14:41:00,specialfjord,4.9,755.6,102.7,11.69,28908,17.6,8.29,
23/06/29,14:41:30,specialfjord,5,755.6,102.4,11.7,27790,16.8,8.3,
23/06/29,14:42:00,specialfjord,5,755.6,102,11.7,26464,16,8.31,
23/06/29,14:42:30,specialfjord,5,755.6,101.6,11.67,26415,15.9,8.31,
23/06/29,14:43:00,specialfjord,5,755.7,101.9,11.7,26190,15.8,8.31,
23/06/29,14:43:30,specialfjord,5.1,755.6,101.2,11.6,26061,15.7,8.31,
23/06/29,14:44:00,specialfjord,5.3,755.7,101.1,11.51,27006,16.3,8.31,
23/06/29,14:44:30,specialfjord,5.3,755.6,101.6,11.47,28329,17.2,8.31,
23/06/29,14:45:00,specialfjord,5.6,755.6,101.6,11.34,29557,18,8.3,
23/06/29,14:45:30,specialfjord,6.2,755.5,99.7,10.93,30419,18.7,8.28,
23/06/29,14:46:00,specialfjord,6.9,755.6,98.5,10.58,30982,19.1,8.26,
23/06/29,14:46:30,specialfjord,7.4,755.6,98.7,10.46,31423,19.4,8.25,
23/06/29,14:47:00,specialfjord,7.7,755.6,98.5,10.34,31583,19.5,8.24,
23/06/29,14:47:30,specialfjord,7.9,755.5,98.6,10.32,31619,19.6,8.24,
23/06/29,14:48:00,specialfjord,8,755.5,99.1,10.35,31470,19.5,8.23,
23/06/29,14:48:30,specialfjord,7.9,755.6,99.6,10.41,31459,19.4,8.23,
23/06/29,14:49:00,specialfjord,7.8,755.6,100,10.48,31373,19.4,8.23,
23/06/29,14:49:30,specialfjord,7.8,755.6,99.8,10.46,31380,19.4,8.23,
23/06/29,14:50:00,specialfjord,7.8,755.8,99.8,10.47,31318,19.3,8.22,
23/06/29,14:50:30,specialfjord,7.7,755.7,100.1,10.54,31149,19.2,8.23,
23/06/29,14:51:00,specialfjord,7.7,755.8,99.6,10.49,30844,19,8.24,
23/06/29,14:51:30,specialfjord,8.1,755.8,99,10.35,30600,18.9,8.24,
23/06/29,15:11:00,specialfjord,3.6,755.6,102.7,12.32,24829,14.8,8.37,
23/06/29,15:11:30,specialfjord,3.7,755.5,101.8,12.05,27277,16.4,8.35,
23/06/29,15:12:00,specialfjord,4,755.6,100.6,11.63,30450,18.5,8.32,
23/06/29,15:12:30,specialfjord,4.1,755.6,102,11.73,31479,19.2,8.31,
23/06/29,15:13:00,specialfjord,3.9,755.5,102.6,11.86,31349,19.1,8.31,
23/06/29,15:13:30,specialfjord,3.8,755.6,102.7,11.92,30729,18.7,8.32,
23/06/29,15:14:00,specialfjord,3.9,755.6,102,11.84,29989,18.2,8.33,
23/06/29,15:14:30,specialfjord,4.2,755.6,101.2,11.68,29813,18.1,8.33,
23/06/29,15:15:00,specialfjord,4.5,755.7,100.5,11.49,30135,18.4,8.32,
23/06/29,15:15:30,specialfjord,4.9,755.6,99.8,11.29,30507,18.6,8.31,
23/06/29,15:16:00,specialfjord,5.3,755.6,99.3,11.1,30609,18.7,8.3,
23/06/29,15:16:30,specialfjord,5.8,755.7,98.2,10.86,30410,18.6,8.28,
23/06/29,15:17:00,specialfjord,6,755.6,98.7,10.86,30289,18.6,8.28,
23/06/29,15:17:30,specialfjord,6.1,755.6,99,10.89,29856,18.3,8.27,
23/06/29,15:18:00,specialfjord,6.2,755.5,99.4,11.05,27274,16.6,8.29,
23/06/29,15:18:30,specialfjord,6.3,755.5,99.1,11.01,26474,16,8.29,
23/06/29,15:19:00,specialfjord,6.4,755.6,99.2,10.99,26737,16.2,8.29,
23/06/29,15:19:30,specialfjord,6.3,755.6,99.6,11.04,26896,16.3,8.28,
23/06/29,15:20:00,specialfjord,6.3,755.6,99.2,10.99,26944,16.4,8.28,
23/06/29,15:20:30,specialfjord,6.3,755.6,99.9,11.01,28485,17.4,8.28,
23/06/29,15:21:00,specialfjord,6,755.6,100.4,11.06,30075,18.4,8.27,
23/06/29,15:21:30,specialfjord,6,755.7,100.1,10.88,33428,20.7,8.26,
23/06/29,15:22:00,specialfjord,6,755.7,99.7,10.71,35401,22,8.25,
23/06/29,15:22:30,specialfjord,5.9,755.7,99.9,10.85,33862,21,8.26,
23/06/29,15:23:00,specialfjord,5.7,755.7,100.9,11.05,32950,20.3,8.27,
23/06/29,15:23:30,specialfjord,5.6,755.7,100.2,11,33206,20.5,8.27,
23/06/29,15:24:00,specialfjord,5.6,755.7,99.6,10.93,33007,20.4,8.27,
23/06/29,15:24:30,specialfjord,5.6,755.7,99.7,10.94,33142,20.4,8.27,
23/06/29,15:25:00,specialfjord,5.7,755.7,99.4,10.81,34702,21.5,8.26,
23/06/29,15:25:30,specialfjord,5.8,755.6,99,10.66,36361,22.6,8.25,
23/06/29,15:26:00,specialfjord,5.7,755.6,99.8,10.84,34729,21.5,8.26,
23/06/29,15:26:30,specialfjord,5.7,755.6,99.4,10.84,34404,21.3,8.26,
23/06/29,15:27:00,specialfjord,5.7,755.6,99.3,10.82,34453,21.3,8.27,
23/06/29,15:27:30,specialfjord,5.6,755.6,99.5,10.87,34293,21.2,8.27,
23/06/29,15:28:00,specialfjord,5.9,755.7,98.5,10.56,36993,23.1,8.25,
23/06/29,15:28:30,specialfjord,5.9,755.8,99,10.57,37431,23.4,8.25,
23/06/29,15:29:00,specialfjord,5.9,755.8,99.4,10.65,36999,23.1,8.25,
23/06/29,15:29:30,specialfjord,5.7,755.8,100.1,10.92,33933,21,8.27,
23/06/29,15:30:00,specialfjord,5.7,755.8,99.7,10.82,35101,21.8,8.27,
23/06/29,15:30:30,specialfjord,5.8,755.9,99.4,10.73,35993,22.4,8.26,
23/06/29,15:31:00,specialfjord,5.8,755.9,99.9,10.87,34267,21.2,8.27,
23/06/29,15:31:30,specialfjord,5.8,755.9,99.9,10.85,34505,21.4,8.27,
23/06/29,15:32:00,specialfjord,5.8,756,99.7,10.82,34602,21.4,8.27,
23/06/29,15:32:30,specialfjord,5.7,755.9,100,10.92,33720,20.8,8.27,
23/06/29,15:33:00,specialfjord,5.6,755.9,100.2,11.01,32761,20.2,8.28,
23/06/29,15:33:30,specialfjord,5.7,755.9,99.8,10.98,32302,19.9,8.28,
23/06/29,15:34:00,specialfjord,5.8,755.9,99.4,10.93,31954,19.7,8.28,
23/06/29,15:34:30,specialfjord,5.8,755.9,99.5,10.93,32061,19.7,8.28,
23/06/29,15:35:00,specialfjord,5.7,755.9,100,10.99,32073,19.7,8.28,
23/06/29,15:35:30,specialfjord,5.7,756,100.2,11.02,32412,20,8.28,
23/06/29,15:36:00,specialfjord,5.6,756,100.4,10.99,33575,20.7,8.28,
23/06/29,15:36:30,specialfjord,5.5,756,101,11.08,33700,20.8,8.28,
23/06/29,15:37:00,specialfjord,5.5,756,100.5,10.98,34606,21.4,8.27,
23/06/29,15:37:30,specialfjord,5.6,756,100.1,10.93,34449,21.3,8.27,
23/06/29,15:38:00,specialfjord,5.8,756,99.6,10.73,36279,22.6,8.26,
23/06/29,15:38:30,specialfjord,5.9,756,100.6,10.81,36340,22.6,8.26,
23/06/29,15:39:00,specialfjord,5.8,756,100.6,10.9,34882,21.6,8.26,
23/06/29,15:39:30,specialfjord,5.8,756,100.5,10.92,34728,21.5,8.27,
23/06/29,15:40:00,specialfjord,5.7,755.9,101.3,10.98,35206,21.9,8.26,
23/06/29,15:40:30,specialfjord,5.6,756,101,11,34738,21.5,8.27,
23/06/29,15:41:00,specialfjord,5.6,756,100.6,10.98,34362,21.3,8.27,
23/06/29,15:41:30,specialfjord,5.7,755.9,101,11.01,34274,21.2,8.27,
23/06/29,15:42:00,specialfjord,5.7,755.9,99.9,10.84,34935,21.7,8.26,
23/06/29,15:42:30,specialfjord,5.7,756,100.4,10.89,35291,21.9,8.26,
23/06/29,15:43:00,specialfjord,5.7,756,100.5,10.9,35444,22,8.26,
23/06/29,15:43:30,specialfjord,5.7,756,100.4,10.94,34495,21.4,8.71,
23/06/29,16:55:01,specialfjord,5.5,756.3,107.6,11.8,33986,21,8.29,
23/06/29,16:55:31,specialfjord,5.1,756.2,108.3,12.2,30039,18.3,8.32,
23/06/29,16:56:01,specialfjord,4.9,756.2,108.4,12.41,27884,16.9,8.35,
23/06/29,16:56:31,specialfjord,4.7,756.2,108.4,12.49,26996,16.3,8.36,
23/06/29,16:57:01,specialfjord,4.7,756.3,108.1,12.49,26830,16.2,8.36,
23/06/29,16:57:31,specialfjord,4.6,756.3,107.7,12.48,26435,15.9,8.36,
23/06/29,16:58:01,specialfjord,4.7,756.3,107.5,12.46,26380,15.9,8.36,
23/06/29,16:58:31,specialfjord,4.7,756.3,107.4,12.28,28790,17.5,8.34,
23/06/29,16:59:01,specialfjord,4.8,756.3,107.1,12.15,30231,18.4,8.33,
23/06/29,16:59:31,specialfjord,4.8,756.4,107.1,12.19,29844,18.2,8.33,
23/06/29,17:00:01,specialfjord,4.7,756.2,107.2,12.31,27923,16.9,8.35,
23/06/29,17:00:31,specialfjord,4.7,756.2,107,12.37,26696,16.1,8.36,
23/06/29,17:23:20,specialfjord,5.1,756.8,110.9,12.26,34385,21.2,8.27,
23/06/29,17:23:50,specialfjord,5.1,756.7,109.5,12.08,34865,21.6,8.3,
23/06/29,17:24:20,specialfjord,5,756.8,110.1,12.28,33072,20.4,8.33,
23/06/29,17:24:50,specialfjord,4.7,756.6,109.2,12.41,30356,18.5,8.36,
23/06/29,17:25:20,specialfjord,4.7,756.6,108.1,12.43,28071,17,8.37,
23/06/29,17:25:50,specialfjord,4.6,756.8,107.4,12.39,27374,16.5,8.37,
23/06/29,17:26:20,specialfjord,4.6,756.8,107.1,12.33,27919,16.9,8.36,
23/06/29,17:26:50,specialfjord,4.6,756.8,107.9,12.42,28349,17.2,8.36,
23/06/29,17:27:20,specialfjord,4.6,756.9,107.4,12.31,29143,17.7,8.35,
23/06/29,17:27:50,specialfjord,4.6,756.9,107.1,12.33,28075,17,8.36,
23/06/29,17:28:20,specialfjord,4.5,756.9,107,12.42,26539,16,8.37,
23/06/29,17:28:50,specialfjord,4.6,757,106.4,12.4,25608,15.4,8.37,
23/06/29,17:29:20,specialfjord,4.6,756.8,106.5,12.38,25632,15.4,8.37,
23/06/29,17:29:50,specialfjord,4.7,756.9,106.1,12.29,25967,15.6,8.36,
23/06/29,17:30:20,specialfjord,4.8,757,105.9,12.24,26025,15.7,8.36,
23/06/29,17:30:50,specialfjord,4.8,757,105.9,12.27,25640,15.4,8.36,
23/06/29,17:31:20,specialfjord,4.8,756.9,105.6,12.23,25440,15.3,8.36,
23/06/29,17:31:50,specialfjord,5,757,105.4,12.17,25370,15.3,8.36,
23/06/29,17:32:20,specialfjord,5.1,757,104.8,12.05,25549,15.4,8.35,
23/06/29,17:32:50,specialfjord,5.4,757.1,104.4,11.86,26589,16.1,8.33,
23/06/29,17:33:20,specialfjord,5.4,756.9,104.7,11.72,29790,18.2,8.32,
23/06/29,17:33:50,specialfjord,5.4,756.9,105.4,11.66,32571,20,8.31,
23/06/29,17:34:20,specialfjord,5.4,756.9,105.6,11.7,32178,19.8,8.33,
23/06/29,17:34:50,specialfjord,5.6,757,105.3,11.73,29795,18.2,8.33,
23/06/29,17:35:20,specialfjord,5.7,757.2,105.2,11.76,28346,17.3,8.33,
23/06/29,17:35:50,specialfjord,5.7,757.2,104.9,11.76,27755,16.9,8.33,
23/06/29,17:36:20,specialfjord,5.7,757,104.8,11.77,27507,16.7,8.33,
23/06/29,17:36:50,specialfjord,5.7,757,105,11.82,27260,16.5,8.33,
23/06/29,17:37:20,specialfjord,5.6,757.1,104.7,11.83,26949,16.3,8.33,
23/06/29,17:37:50,specialfjord,5.4,757.1,104.9,11.93,26575,16.1,8.34,
23/06/29,17:38:20,specialfjord,5.2,757.1,104.9,11.98,26473,16,8.34,
23/06/29,17:38:50,specialfjord,5.1,757.1,105.1,12,26925,16.3,8.34,
23/06/29,17:39:20,specialfjord,5.2,757.2,105,11.83,29527,18,8.32,
23/06/29,17:39:50,specialfjord,5.3,757.1,104.7,11.73,30596,18.7,8.32,
23/06/29,17:40:20,specialfjord,5.3,757.2,104.9,11.71,30804,18.9,8.32,
23/06/29,17:40:50,specialfjord,5.4,757.3,105.1,11.63,32409,19.9,8.31,
23/06/29,17:41:20,specialfjord,5.4,757.3,105.3,11.63,32817,20.2,8.32,
23/06/29,17:41:50,specialfjord,5.4,757.3,105,11.65,31739,19.5,8.32,
23/06/29,17:42:20,specialfjord,5.5,757.3,105,11.62,31951,19.6,8.32,
23/06/29,17:42:50,specialfjord,5.5,757.4,105.2,11.63,32222,19.8,8.32,
23/06/29,17:43:20,specialfjord,5.5,757.2,105.1,11.7,30928,19,8.33,
23/06/29,17:43:50,specialfjord,5.4,757.3,105.1,11.77,29758,18.2,8.34,
23/06/29,17:44:20,specialfjord,5.4,757.3,105.1,11.8,29362,17.9,8.33,
23/06/29,17:44:50,specialfjord,5.4,757.3,105,11.8,29119,17.7,8.33,
23/06/29,17:45:20,specialfjord,5.4,757.4,104.9,11.81,28746,17.5,8.34,
23/06/29,17:45:50,specialfjord,5.4,757.3,104.7,11.79,28661,17.4,8.33,
23/06/29,17:46:20,specialfjord,5.4,757.4,104.7,11.76,28973,17.6,8.33,
23/06/29,17:46:50,specialfjord,5.4,757.4,104.7,11.72,29624,18.1,8.33,
23/06/29,17:47:20,specialfjord,5.4,757.4,104.8,11.71,30196,18.5,8.33,
23/06/29,17:47:50,specialfjord,5.4,757.3,104.7,11.69,30415,18.6,8.32,
23/06/29,17:48:20,specialfjord,5.4,757.3,104.9,11.75,30073,18.4,8.32,
23/06/29,17:48:50,specialfjord,5.4,757.4,104.8,11.72,30142,18.4,8.32,
23/06/29,17:49:20,specialfjord,5.4,757.3,104.7,11.69,30264,18.5,8.33,
23/06/29,17:49:50,specialfjord,5.4,757.4,104.7,11.68,30452,18.6,8.33,
23/06/29,17:50:20,specialfjord,5.4,757.3,104.5,11.68,30113,18.4,8.33,
23/06/29,17:50:50,specialfjord,5.4,757.4,103.4,11.57,29932,18.3,8.33,
23/06/29,17:51:20,specialfjord,5.4,757.4,104.5,11.66,30851,18.9,8.32,
23/06/29,17:51:50,specialfjord,5.3,757.3,105.1,11.73,31044,19,8.33,
23/06/29,17:52:20,specialfjord,5.3,757.2,104.7,11.71,30849,18.9,8.33,
23/06/29,17:52:50,specialfjord,5.3,757.3,104,11.64,30563,18.7,8.33,
23/06/29,17:53:20,specialfjord,5.3,757.3,104,11.63,30803,18.9,8.33,
23/06/29,17:53:50,specialfjord,5.4,757.4,103.9,11.47,33092,20.4,8.31,
23/06/29,17:54:20,specialfjord,5.5,757.4,104.3,11.39,35109,21.8,8.3,
23/06/29,17:54:50,specialfjord,5.5,757.5,104.8,11.45,34735,21.5,8.31,
23/06/29,17:55:20,specialfjord,5.4,757.4,105.1,11.56,33538,20.7,8.32,
23/06/29,17:55:50,specialfjord,5.4,757.3,105,11.57,33293,20.5,8.32,
23/06/29,17:56:20,specialfjord,5.4,757.4,105.1,11.7,31544,19.4,8.34,
23/06/29,17:56:50,specialfjord,5.2,757.5,105.2,11.88,28915,17.6,8.35,
23/06/29,17:57:20,specialfjord,5.1,757.3,105.2,11.95,28008,17,8.35,
23/06/29,17:57:50,specialfjord,5,757.5,105.1,12,27460,16.6,8.35,
23/06/29,17:58:20,specialfjord,4.9,757.5,105.1,12.07,27034,16.3,8.36,
23/06/29,17:58:50,specialfjord,4.9,757.6,105,12.03,27792,16.8,8.35,
23/06/29,17:59:20,specialfjord,5,757.6,104.7,11.84,30030,18.3,8.33,
23/06/29,17:59:50,specialfjord,5.2,757.6,104.4,11.63,32112,19.7,8.32,
