Date,Time,DataID,Temp(C),Pressure(mmHg),DO(%),DO(mg/L),SPC(uS/cm),SAL(ppt),pH,NO3-N(mg/L)
23/07/01,19:38:30,otf,2.8,762.2,94.8,10.8,40797,25.4,8.24,
23/07/01,19:39:00,otf,2.5,762.1,95,10.94,40157,24.9,8.24,
23/07/01,19:39:30,otf,2.3,762.2,94.6,10.97,39826,24.6,8.25,
23/07/01,19:40:00,otf,2.2,762.1,94.6,11,39689,24.5,8.25,
23/07/01,19:40:30,otf,2.1,762.2,94.3,10.98,39731,24.5,8.25,
23/07/01,19:41:00,otf,2.1,762.3,94.2,10.97,39794,24.6,8.25,
23/07/01,19:41:30,otf,2.1,762.2,93.9,10.94,39843,24.6,8.24,
23/07/01,19:42:00,otf,2.1,762.2,93.9,10.93,39944,24.7,8.24,
23/07/01,19:42:30,otf,2.1,762.1,93.9,10.91,40039,24.8,8.24,
23/07/01,19:43:00,otf,2.2,762.2,94,10.92,40103,24.8,8.24,
23/07/01,19:43:30,otf,2.2,762.2,94.2,10.93,40161,24.8,8.24,
23/07/01,19:44:00,otf,2.2,762.2,94.1,10.91,40189,24.9,8.24,
23/07/01,19:44:30,otf,2.2,762.1,93.9,10.89,40227,24.9,8.25,
23/07/01,19:45:00,otf,2.2,762.2,93.4,10.82,40268,24.9,8.24,
23/07/01,19:45:30,otf,2.3,762.2,93.7,10.85,40279,24.9,8.24,
23/07/01,19:46:00,otf,2.3,762.2,93.6,10.82,40307,25,8.24,
23/07/01,19:46:30,otf,2.3,762.2,94,10.88,40129,24.8,8.25,
23/07/01,19:47:00,otf,2.1,762.2,94,10.93,39787,24.6,8.25,
23/07/01,19:47:30,otf,2.1,762.3,93.6,10.93,39502,24.4,8.26,
23/07/01,19:48:00,otf,2.1,762.2,94.1,10.99,39519,24.4,8.25,
23/07/01,19:48:30,otf,2.1,762.2,93.5,10.9,39653,24.5,8.25,
23/07/01,19:49:00,otf,2.1,762.3,93.1,10.84,39749,24.6,8.25,
23/07/01,19:49:30,otf,2.1,762.3,93.3,10.91,39356,24.3,8.26,
23/07/01,19:50:00,otf,1.9,762.3,93.2,10.93,39174,24.1,8.26,
23/07/01,19:50:30,otf,1.9,762.2,92.9,10.91,39165,24.1,8.26,
23/07/01,19:51:00,otf,1.9,762.2,92.8,10.89,39196,24.2,8.26,
23/07/01,19:51:30,otf,2,762.2,92.9,10.89,39272,24.2,8.26,
23/07/01,19:52:00,otf,2,762.2,93,10.88,39259,24.2,8.25,
23/07/01,19:52:30,otf,2,762.2,92.8,10.86,39289,24.2,8.25,
23/07/01,19:53:00,otf,2.3,762.3,93,10.79,39620,24.5,8.25,
23/07/01,19:53:30,otf,1.9,762.3,92.9,10.95,38614,23.8,8.26,
23/07/01,19:54:00,otf,1.7,762.3,92.8,11.02,38120,23.4,8.27,
23/07/01,19:54:30,otf,1.7,762.1,92.5,10.95,38511,23.7,8.26,
23/07/01,19:55:00,otf,1.8,762.2,92.5,10.91,39005,24,8.26,
23/07/01,19:55:30,otf,1.8,762.1,92.8,10.92,39093,24.1,8.26,
23/07/01,19:56:00,otf,1.8,762.3,92.1,10.85,39087,24.1,8.26,
23/07/01,19:56:30,otf,1.8,762.3,92.4,10.89,38996,24,8.26,
23/07/01,19:57:00,otf,1.8,762.2,92.1,10.85,38941,24,8.27,
23/07/01,19:57:30,otf,1.8,762.3,92.1,10.87,38806,23.9,8.27,
23/07/01,19:58:00,otf,1.8,762.2,92.1,10.87,38802,23.9,8.27,
23/07/01,19:58:30,otf,1.8,762.2,92,10.85,38919,24,8.27,
23/07/01,19:59:00,otf,1.9,762.2,91.8,10.8,39114,24.1,8.27,
23/07/01,19:59:30,otf,2,762.2,91.9,10.74,39441,24.3,8.26,
23/07/01,20:00:00,otf,2.3,762.3,92.4,10.71,39900,24.7,8.25,
23/07/01,20:00:30,otf,2.3,762.2,92.4,10.68,40154,24.9,8.25,
23/07/01,20:01:00,otf,2.3,762.2,92.8,10.76,39988,24.7,8.26,
23/07/01,20:01:30,otf,2.2,762.2,92.7,10.76,39953,24.7,8.26,
23/07/01,20:02:00,otf,2.3,762.3,93,10.77,40056,24.8,8.25,
23/07/01,20:04:01,otf,2,762.2,93.2,10.9,39436,24.3,8.26,
23/07/01,20:04:31,otf,2.1,762.3,93,10.87,39436,24.3,8.26,
23/07/01,20:05:01,otf,2,762.3,93.1,10.88,39417,24.3,8.26,
23/07/01,20:05:31,otf,2,762.3,92.9,10.89,39229,24.2,8.27,
23/07/01,20:06:01,otf,1.9,762.3,92.4,10.87,38852,23.9,8.27,
23/07/01,20:06:31,otf,1.8,762.2,92.1,10.86,38677,23.8,8.27,
23/07/01,20:07:01,otf,1.8,762.3,92.2,10.88,38599,23.7,8.27,
23/07/01,20:07:31,otf,1.8,762.2,91.9,10.87,38520,23.7,8.27,
23/07/01,20:08:01,otf,2,762.2,91.9,10.79,38893,24,8.27,
23/07/01,20:08:31,otf,1.9,762.2,92.6,10.88,38993,24,8.27,
23/07/01,20:09:01,otf,1.8,762.2,92.3,10.91,38541,23.7,8.27,
23/07/01,20:09:31,otf,1.7,762.3,92,10.89,38463,23.6,8.27,
23/07/01,20:10:01,otf,1.8,762.2,92.1,10.86,38838,23.9,8.27,
23/07/01,20:10:31,otf,1.8,762.3,91.4,10.76,38968,24,8.26,
23/07/01,20:11:01,otf,1.9,762.2,89.6,10.55,38985,24,8.27,
23/07/01,20:11:31,otf,1.9,762.2,88.4,10.4,39002,24,8.27,
23/07/01,20:12:01,otf,1.9,762.3,88.5,10.41,38993,24,8.31,
23/07/01,20:12:31,otf,1.7,762.3,92.2,10.94,38179,23.4,8.29,
23/07/01,20:13:01,otf,1.6,762.2,92.5,11.01,38002,23.3,8.28,
23/07/01,20:13:31,otf,1.6,762.3,92.7,11.03,38166,23.4,8.28,
23/07/01,20:14:01,otf,1.6,762.2,93,11.03,38486,23.6,8.27,
23/07/01,20:16:00,otf,1.4,762.4,89.5,10.81,36356,22.2,8.3,
23/07/01,20:16:30,otf,1.4,762.4,88.9,10.77,35637,21.7,8.31,
23/07/01,20:17:00,otf,1.3,762.7,88.8,10.77,35574,21.7,8.31,
23/07/01,20:17:30,otf,1.2,762.3,88.4,10.73,35979,21.9,8.3,
23/07/01,20:18:00,otf,1.2,762.3,88.2,10.72,36144,22,8.31,
23/07/01,20:18:30,otf,1.1,762.3,88.6,10.76,36497,22.2,8.3,
23/07/01,20:19:00,otf,1.2,762.3,88.8,10.74,36829,22.5,8.3,
23/07/01,20:19:30,otf,1.3,762.3,90.2,10.84,37511,22.9,8.29,
23/07/01,20:20:00,otf,1.4,762.3,89.9,10.79,37134,22.7,8.3,
23/07/01,20:20:30,otf,1.5,762.4,90,10.8,37023,22.6,8.3,
23/07/01,20:21:00,otf,1.6,762.4,90.3,10.8,36982,22.6,8.3,
23/07/01,20:21:30,otf,1.7,762.3,90.3,10.8,36807,22.5,8.3,
23/07/01,20:22:00,otf,1.6,762.3,89.6,10.77,36226,22.1,8.3,
23/07/01,20:22:30,otf,1.4,762.4,89.3,10.79,36025,22,8.29,
23/07/01,20:23:00,otf,1.5,762.3,91.6,10.96,37345,22.9,8.28,
23/07/01,20:23:30,otf,2.2,762.2,94,10.94,39264,24.2,8.27,
23/07/01,20:24:00,otf,2.1,762.4,92,10.79,38170,23.5,8.28,
23/07/01,20:24:30,otf,1.7,762.3,90,10.74,36873,22.6,8.3,
23/07/01,20:25:00,otf,1.5,762.4,89.5,10.76,36483,22.3,8.3,
23/07/01,20:25:30,otf,1.4,762.4,89.3,10.76,36417,22.2,8.3,
23/07/01,20:26:00,otf,1.4,762.3,89.5,10.77,36664,22.4,8.3,
23/07/01,20:26:30,otf,1.6,762.3,91,10.86,37661,23.1,8.29,
23/07/01,20:27:00,otf,1.7,762.4,91,10.83,37882,23.2,8.29,
23/07/01,20:27:30,otf,1.6,762.4,91.3,10.87,37840,23.2,8.29,
23/07/01,20:28:00,otf,2.1,762.3,94.5,11,39654,24.5,8.27,
23/07/01,20:28:30,otf,2.3,762.4,93.9,10.9,39535,24.4,8.27,
23/07/01,20:29:00,otf,2,762.4,91.4,10.75,38115,23.4,8.29,
23/07/01,20:29:30,otf,1.5,762.4,89,10.7,36529,22.3,8.31,
23/07/01,20:30:00,otf,1.4,762.4,89.6,10.81,36117,22,8.3,
23/07/01,20:30:30,otf,1.5,762.3,89.5,10.79,35951,21.9,8.3,
23/07/01,20:31:00,otf,1.5,762.3,89.2,10.76,35640,21.7,8.31,
23/07/01,20:31:30,otf,1.5,762.3,89.9,10.85,35771,21.8,8.3,
23/07/01,20:32:00,otf,1.5,762.3,89.1,10.75,35857,21.9,8.3,
23/07/01,20:32:30,otf,1.4,762.3,89.2,10.76,36244,22.1,8.3,
23/07/01,20:33:00,otf,1.5,762.4,89.8,10.8,36561,22.3,8.3,
23/07/01,20:33:30,otf,1.7,762.4,90.5,10.82,36664,22.4,8.3,
23/07/01,20:34:00,otf,1.7,762.3,90.3,10.81,36404,22.3,8.3,
23/07/01,20:34:30,otf,1.7,762.3,90.8,10.84,36587,22.4,8.29,
23/07/01,20:35:00,otf,1.7,762.3,90.5,10.82,36343,22.2,8.29,
23/07/01,20:35:30,otf,1.7,762.3,88.3,10.57,36244,22.2,8.26,
23/07/01,20:36:00,otf,1.8,762.4,85.9,10.24,36512,22.3,8.25,
23/07/01,20:36:30,otf,1.8,762.3,87.2,10.37,36817,22.5,8.27,
23/07/01,20:37:00,otf,1.8,762.3,87.9,10.47,36771,22.5,8.28,
23/07/01,20:37:30,otf,1.8,762.3,88.1,10.48,37068,22.7,8.28,
23/07/01,20:38:00,otf,1.8,762.2,88.7,10.54,37351,22.9,8.28,
23/07/01,20:38:30,otf,1.7,762.3,88.9,10.61,37021,22.7,8.28,
23/07/01,20:39:00,otf,1.7,762.2,88.3,10.54,36866,22.6,8.29,
23/07/01,20:39:30,otf,1.9,762.3,87.5,10.37,37212,22.8,8.28,
23/07/01,20:40:00,otf,2.5,762.3,86.3,10,38799,24,8.27,
23/07/01,20:40:30,otf,3,762.2,89.9,10.2,40176,25,8.26,
23/07/01,20:41:00,otf,3.3,762.3,91.4,10.26,40841,25.5,8.25,
23/07/01,20:41:30,otf,3.2,762.3,93.1,10.52,40323,25.1,8.26,
23/07/01,20:42:00,otf,3,762.3,91.9,10.45,39867,24.8,8.27,
23/07/01,20:42:30,otf,3,762.3,91.3,10.37,39884,24.8,8.27,
23/07/01,20:43:00,otf,3.2,762.2,91.5,10.36,40134,25,8.27,
23/07/01,20:43:30,otf,3.3,762.2,91.8,10.34,40364,25.1,8.26,
23/07/01,20:44:00,otf,3.3,762.2,92.6,10.43,40377,25.1,8.26,
23/07/01,20:44:30,otf,3.3,762.3,92.2,10.38,40420,25.2,8.26,
23/07/01,20:45:00,otf,3.1,762.2,91.6,10.38,39885,24.8,8.27,
23/07/01,20:45:30,otf,3,762.2,91.2,10.36,39918,24.8,8.27,
23/07/01,20:46:00,otf,3,762.3,91.8,10.46,39852,24.7,8.27,
23/07/01,20:46:30,otf,2.8,762.3,91.4,10.45,39572,24.5,8.28,
23/07/01,20:47:00,otf,2.6,762.3,91.3,10.54,38758,24,8.28,
23/07/01,20:47:30,otf,2.7,762.3,89.8,10.36,38668,23.9,8.28,
23/07/01,20:48:00,otf,2.7,762.3,90.4,10.41,38912,24.1,8.28,
23/07/01,20:48:30,otf,2.7,762.3,89.9,10.33,39109,24.2,8.28,
23/07/01,20:49:00,otf,2.8,762.3,90.5,10.37,39343,24.4,8.27,
23/07/01,20:49:30,otf,2.9,762.4,90.8,10.38,39522,24.5,8.27,
23/07/01,20:50:00,otf,3,762.3,90.3,10.29,39718,24.7,8.27,
23/07/01,20:50:30,otf,3,762.3,90.3,10.27,39831,24.7,8.27,
23/07/01,20:51:00,otf,3.1,762.3,90.6,10.29,39886,24.8,8.27,
23/07/01,20:51:30,otf,3.1,762.3,90.8,10.3,39881,24.8,8.27,
23/07/01,20:52:00,otf,3.1,762.3,91,10.33,39992,24.8,8.27,
23/07/01,20:52:30,otf,3.1,762.3,90.7,10.29,40135,24.9,8.27,
23/07/01,20:53:00,otf,2.9,762.3,91.1,10.4,39675,24.6,8.28,
23/07/01,20:53:30,otf,2.8,762.3,91,10.41,39591,24.5,8.27,
23/07/01,20:54:00,otf,3,762.3,92,10.45,40222,25,8.27,
23/07/01,20:54:30,otf,2.8,762.4,91.9,10.53,39486,24.5,8.28,
23/07/01,20:55:00,otf,2.7,762.3,91.1,10.49,39112,24.2,8.28,
23/07/01,20:55:30,otf,2.5,762.4,91.1,10.55,38892,24,8.28,
23/07/01,20:56:00,otf,2.2,762.3,91,10.64,38415,23.7,8.29,
23/07/01,20:56:30,otf,2.2,762.4,90.3,10.57,38446,23.7,8.29,
23/07/01,20:57:00,otf,2,762.4,90,10.59,38115,23.4,8.29,
23/07/01,20:57:30,otf,1.9,762.4,89.4,10.57,37755,23.2,8.3,
23/07/01,20:58:00,otf,1.9,762.4,88.1,10.4,37853,23.3,8.3,
23/07/01,20:58:30,otf,1.9,762.4,88.2,10.42,37768,23.2,8.3,
23/07/01,20:59:00,otf,1.8,762.4,88.4,10.51,37277,22.9,8.31,
23/07/01,20:59:30,otf,1.8,762.5,87.2,10.37,37301,22.9,8.3,
23/07/01,21:00:00,otf,1.6,762.5,88,10.53,36850,22.5,8.31,
23/07/01,21:00:30,otf,1.4,762.4,87.5,10.55,36333,22.2,8.31,
23/07/01,21:01:00,otf,1.4,762.4,85.9,10.34,36613,22.4,8.31,
23/07/01,21:01:30,otf,1.6,762.5,86.6,10.36,37191,22.8,8.31,
23/07/01,21:02:00,otf,1.6,762.5,87,10.41,36782,22.5,8.31,
23/07/01,21:02:30,otf,1.6,762.4,86.4,10.35,36552,22.3,8.3,
23/07/01,21:03:00,otf,1.6,762.4,87.4,10.48,36645,22.4,8.3,
23/07/01,21:03:30,otf,1.6,762.4,86.4,10.35,36699,22.4,8.3,
23/07/01,21:04:00,otf,1.7,762.4,87.9,10.48,36879,22.6,8.3,
23/07/01,21:04:30,otf,1.7,762.3,88,10.5,37009,22.7,8.3,
23/07/01,21:05:00,otf,1.7,762.4,88.1,10.51,36947,22.6,8.3,
23/07/01,21:05:30,otf,1.7,762.5,87.6,10.45,36764,22.5,8.3,
23/07/01,21:06:00,otf,1.9,762.4,87.3,10.36,37243,22.8,8.29,
23/07/01,21:06:30,otf,2.5,762.4,87.5,10.11,39090,24.2,8.27,
23/07/01,21:07:00,otf,2.8,762.5,90.1,10.3,39812,24.7,8.27,
23/07/01,21:07:30,otf,2.8,762.4,91.4,10.45,39756,24.7,8.28,
23/07/01,21:08:00,otf,2.7,762.4,90.9,10.46,39219,24.3,8.28,
23/07/01,21:08:30,otf,2.6,762.4,91.1,10.49,39177,24.2,8.28,
23/07/01,21:09:00,otf,2.6,762.3,91,10.49,39361,24.4,8.28,
23/07/01,21:09:30,otf,2.5,762.3,90.9,10.48,39595,24.5,8.27,
23/07/01,21:10:00,otf,2.3,762.3,91.3,10.62,38931,24,8.28,
23/07/01,21:10:30,otf,2.2,762.4,89.9,10.48,39068,24.1,8.28,
23/07/01,21:11:00,otf,2.2,762.3,90.4,10.51,39421,24.4,8.27,
23/07/01,21:11:30,otf,1.9,762.3,90.9,10.73,38367,23.6,8.29,
23/07/01,21:12:00,otf,1.8,762.3,89.7,10.6,38278,23.5,8.29,
23/07/01,21:12:30,otf,1.7,762.4,89.6,10.66,37842,23.2,8.29,
23/07/01,21:13:00,otf,2.3,762.4,89.1,10.33,39679,24.5,8.25,
23/07/01,21:13:30,otf,2.5,762.3,91.5,10.51,40391,25.1,8.26,
23/07/01,21:14:00,otf,2.1,762.4,92,10.77,39004,24,8.28,
23/07/01,21:14:30,otf,1.8,762.3,90.7,10.73,38170,23.5,8.29,
23/07/01,21:15:00,otf,1.9,762.3,89.5,10.55,38525,23.7,8.27,
23/07/01,21:15:30,otf,2.1,762.3,89.8,10.51,39050,24.1,8.28,
23/07/01,21:16:00,otf,1.7,762.4,90.2,10.7,38031,23.3,8.29,
23/07/01,21:16:30,otf,1.6,762.3,89.3,10.64,37781,23.2,8.29,
23/07/01,21:17:00,otf,1.7,762.4,88.7,10.55,37901,23.3,8.29,
23/07/01,21:17:30,otf,2,762.4,88.2,10.32,39634,24.5,8.28,
23/07/01,21:18:00,otf,2.2,762.4,90.5,10.54,39468,24.4,8.27,
23/07/01,21:18:30,otf,2.2,762.5,90.6,10.54,39574,24.5,8.27,
23/07/01,21:19:00,otf,2.4,762.4,92.2,10.63,40176,24.9,8.27,
23/07/01,21:19:30,otf,2.5,762.4,91.9,10.55,40484,25.1,8.26,
23/07/01,21:20:00,otf,2.6,762.4,92.1,10.54,40687,25.3,8.26,
23/07/01,21:20:30,otf,2.6,762.4,92.3,10.57,40528,25.2,8.26,
23/07/01,21:21:00,otf,2.6,762.5,92.4,10.58,40610,25.2,8.26,
23/07/01,21:21:30,otf,2.7,762.5,92.7,10.59,40758,25.3,8.26,
23/07/01,21:22:00,otf,2.7,762.6,92.5,10.55,40907,25.4,8.26,
23/07/01,21:22:30,otf,2.7,762.6,93,10.6,40883,25.4,8.26,
23/07/01,21:23:00,otf,2.7,762.5,93.3,10.66,40611,25.2,8.26,
23/07/01,21:23:30,otf,2.6,762.5,92.7,10.66,40121,24.9,8.27,
23/07/01,21:24:00,otf,2.5,762.6,92.8,10.7,39857,24.7,8.27,
23/07/01,21:24:30,otf,2.5,762.6,92.3,10.66,39849,24.7,8.27,
23/07/01,21:25:00,otf,2.5,762.6,92.1,10.61,39867,24.7,8.27,
23/07/01,21:25:30,otf,2.4,762.6,91.9,10.62,39735,24.6,8.27,
23/07/01,21:26:00,otf,2.4,762.5,92.2,10.67,39700,24.6,8.27,
23/07/01,21:26:30,otf,2.4,762.5,92.4,10.69,39705,24.6,8.27,
23/07/01,21:27:00,otf,2.3,762.5,92.2,10.73,39146,24.2,8.28,
23/07/01,21:27:30,otf,1.8,762.4,91.8,10.86,37856,23.2,8.29,
23/07/01,21:28:00,otf,1.6,762.6,91.2,10.91,36874,22.6,8.3,
23/07/01,21:28:30,otf,1.5,762.6,90.1,10.81,36873,22.5,8.3,
23/07/01,21:29:00,otf,1.5,762.5,89.6,10.76,36954,22.6,8.3,
23/07/01,21:29:30,otf,1.5,762.5,89.4,10.73,37192,22.8,8.3,
23/07/01,21:30:00,otf,1.5,762.5,89.5,10.71,37533,23,8.29,
23/07/01,21:30:30,otf,1.7,762.5,89.3,10.63,37569,23,8.29,
23/07/01,21:31:00,otf,1.4,762.5,89.8,10.8,36711,22.4,8.3,
23/07/01,21:31:30,otf,1.5,762.5,88.9,10.65,37293,22.8,8.29,
23/07/01,21:32:00,otf,1.5,762.4,89,10.68,36879,22.6,8.3,
23/07/01,21:32:30,otf,1.4,762.4,88.8,10.69,36515,22.3,8.3,
23/07/01,21:33:00,otf,1.3,762.6,88.4,10.68,36210,22.1,8.3,
23/07/01,21:33:30,otf,1.3,762.5,88.2,10.7,35953,21.9,8.31,
23/07/01,21:34:00,otf,1.3,762.5,88.4,10.68,36414,22.2,8.3,
23/07/01,21:34:30,otf,1.3,762.5,88.1,10.62,36735,22.4,8.3,
23/07/01,21:35:00,otf,1.4,762.5,88.1,10.59,37132,22.7,8.3,
23/07/01,21:35:30,otf,1.4,762.5,88.4,10.6,37266,22.8,8.3,
23/07/01,21:36:00,otf,1.4,762.5,88.5,10.66,36809,22.5,8.3,
23/07/01,21:36:30,otf,1.6,762.5,87.9,10.5,37686,23.1,8.29,
23/07/01,21:37:00,otf,1.5,762.6,88.8,10.62,37267,22.8,8.3,
23/07/01,21:37:30,otf,1.5,762.6,88.7,10.64,37152,22.7,8.3,
23/07/01,21:38:00,otf,1.4,762.5,88.9,10.68,37008,22.6,8.3,
23/07/01,21:38:30,otf,1.4,762.5,89.1,10.73,36710,22.4,8.3,
23/07/01,21:39:00,otf,1.4,762.5,88.3,10.63,36825,22.5,8.3,
23/07/01,21:39:30,otf,1.4,762.5,88.2,10.64,36646,22.4,8.3,
23/07/01,21:40:00,otf,1.3,762.5,88.1,10.66,36339,22.2,8.31,
23/07/01,21:40:30,otf,1.3,762.4,87.7,10.61,36293,22.1,8.3,
23/07/01,21:41:00,otf,1.3,762.4,88,10.62,36814,22.5,8.3,
23/07/01,21:41:30,otf,1.4,762.4,88.1,10.57,37402,22.9,8.3,
23/07/01,21:42:00,otf,1.5,762.3,88.4,10.55,37876,23.2,8.29,
23/07/01,21:42:30,otf,1.5,762.4,88.6,10.59,37581,23,8.3,
23/07/01,21:43:00,otf,1.5,762.5,88.4,10.61,37156,22.7,8.3,
23/07/01,21:43:30,otf,1.5,762.4,87.9,10.54,37102,22.7,8.3,
23/07/01,21:44:00,otf,1.6,762.5,87.8,10.48,37464,23,8.3,
23/07/01,21:44:30,otf,1.6,762.4,88.2,10.54,37100,22.7,8.31,
23/07/01,21:45:00,otf,1.7,762.5,87.7,10.44,37505,23,8.3,
23/07/01,21:45:30,otf,1.8,762.5,88.1,10.42,38017,23.4,8.3,
23/07/01,21:46:00,otf,1.8,762.5,88.7,10.51,37882,23.3,8.3,
23/07/01,21:46:30,otf,1.8,762.5,88.8,10.52,37888,23.3,8.3,
23/07/01,21:47:00,otf,1.8,762.4,88.9,10.54,37872,23.3,8.3,
23/07/01,21:47:30,otf,1.8,762.4,88.5,10.52,37437,23,8.31,
23/07/01,21:48:00,otf,2.3,762.4,88.1,10.2,39914,24.7,8.28,
23/07/01,21:48:30,otf,2.7,762.5,91.2,10.45,39909,24.7,8.28,
23/07/01,21:49:00,otf,2.3,762.4,91.5,10.64,38826,24,8.29,
23/07/01,21:49:30,otf,1.9,762.5,90.1,10.67,37440,23,8.31,
23/07/01,21:50:00,otf,1.8,762.5,89.1,10.6,37225,22.8,8.31,
23/07/01,21:50:30,otf,1.7,762.5,88.5,10.54,37060,22.7,8.31,
23/07/01,21:51:00,otf,1.9,762.5,87.9,10.4,37729,23.2,8.3,
23/07/01,21:51:30,otf,2.1,762.5,88.8,10.41,38423,23.7,8.3,
23/07/01,21:52:00,otf,2.2,762.5,89.3,10.44,38563,23.8,8.3,
23/07/01,21:52:30,otf,2.2,762.4,89.5,10.48,38302,23.6,8.3,
23/07/01,21:53:00,otf,2,762.4,89.7,10.57,37859,23.3,8.3,
23/07/01,21:53:30,otf,1.9,762.5,88.9,10.51,37642,23.1,8.31,
23/07/01,21:54:00,otf,2.1,762.5,88.9,10.43,38363,23.6,8.3,
23/07/01,21:54:30,otf,2.2,762.4,89.1,10.41,38724,23.9,8.3,
23/07/01,21:55:00,otf,2.1,762.5,89.7,10.52,38380,23.6,8.31,
23/07/01,21:55:30,otf,1.9,762.4,89,10.48,38549,23.7,8.3,
23/07/01,21:56:00,otf,2.2,762.4,89.5,10.44,39193,24.2,8.3,
23/07/01,21:56:30,otf,1.9,762.5,89.8,10.56,38737,23.8,8.3,
23/07/01,21:57:00,otf,2,762.6,89.5,10.5,39096,24.1,8.3,
23/07/01,21:57:30,otf,2,762.5,90.1,10.56,39139,24.1,8.3,
23/07/01,21:58:00,otf,2,762.5,89.9,10.55,38856,23.9,8.3,
23/07/01,21:58:30,otf,2,762.5,89.9,10.56,38759,23.9,8.3,
23/07/01,21:59:00,otf,2.1,762.4,89.2,10.41,39396,24.3,8.29,
23/07/01,21:59:30,otf,2.5,762.4,90.4,10.41,40110,24.9,8.28,
23/07/01,22:00:00,otf,2.2,762.4,91.1,10.61,38987,24.1,8.29,
23/07/01,22:00:30,otf,2,762.4,90.7,10.68,38153,23.5,8.3,
23/07/01,22:01:00,otf,1.8,762.4,89.8,10.64,37828,23.2,8.3,
23/07/01,22:01:30,otf,1.7,762.4,89.3,10.63,37427,22.9,8.3,
23/07/01,22:02:00,otf,1.6,762.5,88.3,10.51,37754,23.2,8.31,
23/07/01,22:02:30,otf,1.7,762.5,88.6,10.53,37937,23.3,8.3,
23/07/01,22:03:00,otf,1.6,762.4,88.8,10.61,37415,22.9,8.31,
23/07/01,22:03:30,otf,1.5,762.4,88.3,10.56,37520,23,8.31,
23/07/01,22:04:00,otf,1.5,762.4,87.9,10.5,37645,23.1,8.31,
23/07/01,22:04:30,otf,1.4,762.4,88.1,10.59,37135,22.7,8.31,
23/07/01,22:05:00,otf,1.4,762.5,87.2,10.47,37429,22.9,8.31,
23/07/01,22:05:30,otf,1.4,762.4,87.3,10.49,37495,22.9,8.31,
23/07/01,22:06:00,otf,1.3,762.4,87.3,10.52,37348,22.8,8.31,
23/07/01,22:06:30,otf,1.3,762.5,87.5,10.49,37975,23.3,8.31,
23/07/01,22:07:00,otf,1.4,762.4,88,10.51,38339,23.5,8.3,
23/07/01,22:07:30,otf,1.5,762.4,88.1,10.49,38740,23.8,8.3,
23/07/01,22:08:00,otf,2,762.5,89.4,10.4,40879,25.3,8.27,
23/07/01,22:08:30,otf,2.2,762.4,92,10.61,41377,25.7,8.27,
23/07/01,22:09:00,otf,2.1,762.4,92.5,10.74,40284,24.9,8.28,
23/07/01,22:09:30,otf,1.7,762.3,90.7,10.74,38564,23.7,8.3,
23/07/01,22:10:00,otf,1.5,762.4,89.7,10.73,37589,23,8.26,
23/07/01,22:10:30,otf,1.4,762.4,88.2,10.61,37147,22.7,8.31,
23/07/01,22:11:00,otf,1.4,762.3,88.1,10.58,37400,22.9,8.31,
23/07/01,22:11:30,otf,1.4,762.3,88.6,10.62,37551,23,8.29,
23/07/01,22:12:00,otf,1.5,762.4,88.3,10.59,37052,22.7,8.31,
23/07/01,22:12:30,otf,1.6,762.3,87.6,10.47,37140,22.7,8.31,
23/07/01,22:13:00,otf,1.6,762.4,87.6,10.48,36785,22.5,8.31,
23/07/01,22:13:30,otf,1.6,762.3,87.3,10.45,36811,22.5,8.31,
23/07/01,22:14:00,otf,1.6,762.4,87.6,10.46,37252,22.8,8.3,
23/07/01,22:14:30,otf,1.7,762.4,88.9,10.56,37654,23.1,8.3,
23/07/01,22:15:00,otf,1.7,762.4,88.3,10.56,36744,22.5,8.31,
23/07/01,22:15:30,otf,1.6,762.3,87.8,10.56,36066,22,8.31,
23/07/01,22:16:00,otf,1.5,762.4,87.5,10.53,36091,22,8.31,
23/07/01,22:16:30,otf,1.5,762.4,87.1,10.5,35851,21.9,8.31,
23/07/01,22:17:00,otf,1.5,762.5,87,10.46,36358,22.2,8.31,
23/07/01,22:17:30,otf,1.6,762.5,87.4,10.48,36748,22.5,8.31,
23/07/01,22:18:00,otf,1.6,762.5,87.5,10.45,37440,22.9,8.3,
23/07/01,22:18:30,otf,1.5,762.5,88,10.53,37349,22.9,8.3,
23/07/01,22:19:00,otf,1.5,762.5,87.8,10.55,36953,22.6,8.3,
23/07/01,22:19:30,otf,1.4,762.4,87.5,10.5,37056,22.7,8.31,
23/07/01,22:20:00,otf,1.4,762.5,87.5,10.53,36969,22.6,8.3,
23/07/01,22:20:30,otf,1.3,762.4,87.5,10.55,36806,22.5,8.31,
23/07/01,22:21:00,otf,1.4,762.4,87.4,10.51,37182,22.7,8.31,
23/07/01,22:21:30,otf,1.4,762.4,88,10.54,37540,23,8.29,
23/07/01,22:22:00,otf,1.5,762.4,87.4,10.46,37752,23.1,8.3,
23/07/01,22:22:30,otf,1.5,762.5,88.4,10.59,37544,23,8.31,
23/07/01,22:23:00,otf,1.4,762.5,87.6,10.51,37233,22.8,8.21,
23/07/01,22:23:30,otf,1.4,762.4,87.6,10.52,37244,22.8,8.34,
23/07/01,22:24:00,otf,1.8,762.4,87.2,10.27,39179,24.1,8.29,
23/07/01,22:24:30,otf,2.5,762.4,90,10.35,40630,25.2,8.27,
23/07/01,22:25:00,otf,2.3,762.4,92.3,10.68,39849,24.7,8.28,
