20230702T133124494690,0.00
20230702T133125490252,0.00
20230702T133126498144,0.00
20230702T133127497506,0.00
20230702T133128499043,0.00
20230702T133129499776,0.00
20230702T133130499917,0.00
20230702T133131486409,0.00
20230702T133132501437,0.00
20230702T133133491199,0.00
20230702T133134486946,0.00
20230702T133135492362,0.00
20230702T133136493862,0.00
20230702T133137501008,0.00
20230702T133138501372,0.00
20230702T133139501283,0.00
20230702T133140501582,0.00
20230702T133141500833,0.00
20230702T133142504345,0.00
20230702T133143503622,0.00
20230702T133144498673,0.00
20230702T133145496952,0.00
20230702T133146496594,0.00
20230702T133147497149,0.00
20230702T133148500447,0.00
20230702T133149495925,0.00
20230702T133150502325,0.00
20230702T133151494903,0.00
20230702T133152494579,0.00
20230702T133153490374,0.00
20230702T133154494688,0.00
20230702T133155504380,0.00
20230702T133156494152,0.00
20230702T133157507242,0.00
20230702T133158495546,0.00
20230702T133159505937,0.00
20230702T133200509379,0.00
20230702T133201508714,0.00
20230702T133202507372,0.13
20230702T133203507183,0.00
20230702T133204506804,0.40
20230702T133205510280,0.81
20230702T133206505519,1.75
20230702T133207509076,2.16
20230702T133208508415,2.16
20230702T133209511894,2.16
20230702T133210511263,2.03
20230702T133211509985,2.16
20230702T133212509966,2.16
20230702T133213498885,2.03
20230702T133214500223,2.16
20230702T133215501294,2.16
20230702T133216503237,2.16
20230702T133217503224,2.16
20230702T133218504379,2.16
20230702T133219513199,2.30
20230702T133220510111,2.16
20230702T133221511649,2.16
20230702T133222497637,2.16
20230702T133223501145,2.16
20230702T133224502591,2.16
20230702T133225504797,2.16
20230702T133226505716,2.16
20230702T133227508368,2.30
20230702T133228516299,2.16
20230702T133229514133,2.16
20230702T133230509899,2.16
20230702T133231511399,2.16
20230702T133232513059,2.16
20230702T133233514261,2.30
20230702T133234514735,2.16
20230702T133235502381,2.16
20230702T133236505003,2.16
20230702T133237504207,2.16
20230702T133238505978,2.30
20230702T133239506062,2.16
20230702T133240507369,2.16
20230702T133241507725,2.30
20230702T133242508040,2.16
20230702T133243508388,2.30
20230702T133244514493,2.16
20230702T133245517081,2.30
20230702T133246510994,2.30
20230702T133247513247,2.30
20230702T133248515008,2.16
20230702T133249516180,2.30
20230702T133250516652,2.16
20230702T133251513653,2.30
20230702T133252513762,2.30
20230702T133253513524,2.30
20230702T133254513674,2.30
20230702T133255523026,2.16
20230702T133256523166,2.16
20230702T133257522529,2.16
20230702T133258525974,2.30
20230702T133259525337,2.16
20230702T133300524008,2.16
20230702T133301524092,2.16
20230702T133302527236,2.30
20230702T133303526151,2.16
20230702T133304525729,2.16
20230702T133305525740,2.16
20230702T133306523014,2.16
20230702T133307521898,2.16
20230702T133308521097,2.16
20230702T133309520643,2.30
20230702T133310522816,2.16
20230702T133311530041,2.16
20230702T133312522892,2.16
20230702T133313514372,2.30
20230702T133314515057,2.16
20230702T133315531340,2.16
20230702T133316517026,2.16
20230702T133317518499,2.16
20230702T133318520358,2.16
20230702T133319520935,2.30
20230702T133320521860,2.03
20230702T133321531942,2.16
20230702T133322522931,2.30
20230702T133323523621,2.16
20230702T133324523833,2.16
20230702T133325525204,2.16
20230702T133326526111,2.16
20230702T133327527615,2.30
20230702T133328529182,2.16
20230702T133329535012,2.16
20230702T133330534374,2.16
20230702T133331523538,2.30
20230702T133332525443,2.16
20230702T133333526845,2.16
20230702T133334530286,2.16
20230702T133335530952,2.30
20230702T133336533247,2.30
20230702T133337534646,2.16
20230702T133338537206,2.30
20230702T133339536909,2.30
20230702T133340536300,2.43
20230702T133341535801,2.30
20230702T133342539131,2.30
20230702T133343538474,2.43
20230702T133344537860,2.30
20230702T133345537275,2.30
20230702T133346540674,2.43
20230702T133347534653,2.30
20230702T133348537864,2.43
20230702T133349537683,2.43
20230702T133350539726,2.30
20230702T133351540216,2.43
20230702T133352540843,2.57
20230702T133353525866,2.30
20230702T133354539737,2.43
20230702T133355527778,2.43
20230702T133356529210,2.43
20230702T133357530366,2.57
20230702T133358531311,2.43
20230702T133359532008,2.43
20230702T133400535725,2.43
20230702T133401536776,2.43
20230702T133402537749,2.43
20230702T133403539333,2.57
20230702T133404539925,2.43
20230702T133405540932,2.57
20230702T133406541888,2.43
20230702T133407543423,2.57
20230702T133408543910,2.43
20230702T133409544004,2.43
20230702T133410539784,2.43
20230702T133411541239,2.57
20230702T133412548543,2.43
20230702T133413536988,2.43
20230702T133414541567,2.43
20230702T133415537115,2.43
20230702T133416537089,2.43
20230702T133417536131,2.43
20230702T133418535982,2.57
20230702T133419535099,2.57
20230702T133420534557,2.43
20230702T133421549701,2.43
20230702T133422549086,2.57
20230702T133423537096,2.43
20230702T133424540390,2.43
20230702T133425547467,2.43
20230702T133426546908,2.43
20230702T133427546503,2.43
20230702T133428544443,2.57
20230702T133429546652,2.57
20230702T133430548201,2.43
20230702T133431546652,2.43
20230702T133432548166,2.43
20230702T133433548843,2.43
20230702T133434548760,2.57
20230702T133435554772,2.43
20230702T133436542302,2.57
20230702T133437553461,2.43
20230702T133438552890,2.57
20230702T133439548574,2.43
20230702T133440555697,2.43
20230702T133441555085,2.57
20230702T133442554460,2.43
20230702T133443552912,2.57
20230702T133444557258,2.57
20230702T133445556630,2.43
20230702T133446556009,2.43
20230702T133447543875,2.43
20230702T133448558790,2.57
20230702T133449558153,2.43
20230702T133450557373,2.43
20230702T133451556992,2.43
20230702T133452560355,2.57
20230702T133453559764,2.57
20230702T133454559137,2.43
20230702T133455558532,2.57
20230702T133456557835,2.43
20230702T133457561329,2.43
20230702T133458560220,2.57
20230702T133459546581,2.57
20230702T133500548425,2.43
20230702T133501548856,2.57
20230702T133502548741,2.30
20230702T133503549950,2.57
20230702T133504552525,2.43
20230702T133505554383,2.57
20230702T133506555970,2.43
20230702T133507562978,2.57
20230702T133508562578,2.30
20230702T133509560574,2.57
20230702T133510562071,2.43
20230702T133511564647,2.43
20230702T133512550510,2.57
20230702T133513551508,2.57
20230702T133514553579,2.57
20230702T133515554492,2.30
20230702T133516559749,2.57
20230702T133517556077,2.43
20230702T133518556420,2.57
20230702T133519558022,2.43
20230702T133520559775,2.43
20230702T133521562188,2.57
20230702T133522563079,2.57
20230702T133523562119,2.43
20230702T133524563242,2.43
20230702T133525556263,2.43
20230702T133526564405,2.43
20230702T133527565299,2.57
20230702T133528566190,2.43
20230702T133529568834,2.43
20230702T133530555271,2.57
20230702T133531556736,2.43
20230702T133532557760,2.57
20230702T133533557782,2.43
20230702T133534568416,2.43
20230702T133535569175,2.57
20230702T133536567509,2.43
20230702T133537566513,2.30
20230702T133538566651,2.57
20230702T133539562131,2.43
20230702T133540564166,2.43
20230702T133541567420,2.57
20230702T133542567937,2.43
20230702T133543563956,2.43
20230702T133544571388,2.43
20230702T133545572781,2.43
20230702T133546572966,2.43
20230702T133547574297,2.57
20230702T133548574419,2.30
20230702T133549560936,2.43
20230702T133550561980,2.57
20230702T133551563948,2.43
20230702T133552575217,2.43
20230702T133553566064,2.43
20230702T133554567334,2.43
20230702T133555568735,2.43
20230702T133556569451,2.43
20230702T133557570564,2.43
20230702T133558571627,2.43
20230702T133559575007,2.43
20230702T133600577157,2.43
20230702T133601578232,2.43
20230702T133602564304,2.43
20230702T133603566390,2.43
20230702T133604567452,2.43
20230702T133605568272,2.43
20230702T133606570806,2.43
20230702T133607572751,2.43
20230702T133608574368,2.43
20230702T133609576688,2.30
20230702T133610577224,2.43
20230702T133611579072,2.43
20230702T133612579901,2.30
20230702T133613581279,2.43
20230702T133614582354,2.43
20230702T133615580715,2.43
20230702T133616585102,2.43
20230702T133617579271,2.30
20230702T133618583796,2.43
20230702T133619582725,2.43
20230702T133620586553,2.43
20230702T133621570588,2.30
20230702T133622571200,2.43
20230702T133623573092,2.30
20230702T133624574959,2.43
20230702T133625575285,2.43
20230702T133626574885,2.43
20230702T133627586328,2.43
20230702T133628585716,2.30
20230702T133629589151,2.43
20230702T133630587976,2.30
20230702T133631587940,2.30
20230702T133632587269,2.43
20230702T133633586640,2.43
20230702T133634589645,2.30
20230702T133635588961,2.43
20230702T133636588549,2.30
20230702T133637588235,2.30
20230702T133638591617,2.43
20230702T133639590992,2.30
20230702T133640589902,2.43
20230702T133641589733,2.30
