20230628T192653961775,0.00
20230628T192654958128,0.00
20230628T192655953982,0.00
20230628T192656958853,0.00
20230628T192657959417,0.00
20230628T192658963276,0.00
20230628T192659965775,0.00
20230628T192700950817,0.00
20230628T192701963715,0.00
20230628T192702964646,0.00
20230628T192703964502,0.00
20230628T192704966572,0.00
20230628T192705963574,0.00
20230628T192706958909,0.00
20230628T192707957688,0.00
20230628T192708963391,0.00
20230628T192709963369,0.00
20230628T192710963320,0.00
20230628T192711963209,0.00
20230628T192712968585,0.00
20230628T192713969582,0.00
20230628T192714967281,0.00
20230628T192715968358,0.00
20230628T192716963148,0.00
20230628T192717959800,0.00
20230628T192718971030,0.00
20230628T192719965110,0.00
20230628T192720964955,0.00
20230628T192721959512,0.00
20230628T192722970094,0.00
20230628T192723971325,0.27
20230628T192724971060,0.27
20230628T192725967109,0.40
20230628T192726972102,0.40
20230628T192727972740,1.22
20230628T192728966842,0.95
20230628T192729965011,1.08
20230628T192730971520,1.22
20230628T192731971475,1.89
20230628T192732967385,2.43
20230628T192733972905,2.30
20230628T192734965827,2.43
20230628T192735973366,2.16
20230628T192736973537,2.30
20230628T192737960735,2.30
20230628T192738969254,2.30
20230628T192739963397,2.30
20230628T192740968382,1.89
20230628T192741961715,1.62
20230628T192742969225,1.49
20230628T192743975351,2.30
20230628T192744971509,3.24
20230628T192745975119,2.70
20230628T192746975936,2.84
20230628T192747968994,2.43
20230628T192748973876,2.97
20230628T192749979667,2.30
20230628T192750973251,2.84
20230628T192751969581,2.70
20230628T192752975759,3.38
20230628T192753979560,2.97
20230628T192754979918,3.38
20230628T192755970095,3.65
20230628T192756981711,2.97
20230628T192757981605,3.11
20230628T192758978671,2.84
20230628T192759970588,2.97
20230628T192800981505,3.24
20230628T192801973259,2.70
20230628T192802977192,2.70
20230628T192803978822,2.84
20230628T192804975623,2.84
20230628T192805978440,2.43
20230628T192806983237,2.43
20230628T192807983945,2.57
20230628T192808983311,2.84
20230628T192809974429,2.16
20230628T192810980230,2.16
20230628T192811986253,2.16
20230628T192812982816,2.43
20230628T192813975154,2.30
20230628T192814982968,2.03
20230628T192815982854,2.16
20230628T192816980800,2.30
20230628T192817982471,2.16
20230628T192818988965,1.89
20230628T192819975219,1.89
20230628T192820989264,1.89
20230628T192821983185,2.16
20230628T192822990958,2.16
20230628T192823987011,2.30
20230628T192824986731,1.62
20230628T192825989278,1.62
20230628T192826987660,1.62
20230628T192827987339,1.89
20230628T192828984915,2.03
20230628T192829987327,2.03
20230628T192830984863,1.89
20230628T192831986965,2.03
20230628T192832987236,2.03
20230628T192833989120,2.16
20230628T192834984831,2.30
20230628T192835982458,1.75
20230628T192836989374,1.62
20230628T192837991955,1.75
20230628T192838980195,2.16
20230628T192839989350,2.30
20230628T192840981394,2.03
20230628T192841989929,2.03
20230628T192842989222,2.30
20230628T192843989033,2.30
20230628T192844983858,2.03
20230628T192845992853,1.89
20230628T192846993408,2.16
20230628T192847993265,2.43
20230628T192848993051,2.16
20230628T192849997628,2.03
20230628T192850992145,2.43
20230628T192851997594,2.30
20230628T192852995230,2.03
20230628T192853994897,2.03
20230628T192854998115,2.16
20230628T192855999299,2.43
20230628T192856995153,2.30
20230628T192858001150,2.03
20230628T192859000326,1.89
20230628T192900001101,2.30
20230628T192900999283,2.30
20230628T192901996143,2.57
20230628T192903000666,2.03
20230628T192904001787,2.03
20230628T192904995016,2.30
20230628T192906001313,2.43
20230628T192906995142,2.16
20230628T192908004021,2.16
20230628T192908994583,2.16
20230628T192910001127,2.43
20230628T192911001767,2.16
20230628T192912003126,2.03
20230628T192913002881,2.16
20230628T192913991707,2.30
20230628T192915000195,2.57
20230628T192915995486,2.03
20230628T192917002931,2.03
20230628T192917992161,2.16
20230628T192919000407,2.30
20230628T192919997300,2.30
20230628T192921000702,2.16
20230628T192921995001,2.03
20230628T192922994487,2.30
20230628T192924002343,2.43
20230628T192924999524,2.30
20230628T192926004786,2.30
20230628T192927007625,2.30
20230628T192928006583,2.16
20230628T192929008747,2.30
20230628T192930011049,2.30
20230628T192931009176,2.03
20230628T192931998161,2.16
20230628T192933010591,2.43
20230628T192934009257,2.30
20230628T192935009442,2.03
20230628T192936001538,1.89
20230628T192937004575,2.16
20230628T192938006573,2.43
20230628T192939009328,2.30
20230628T192940001634,2.03
