20231028T123924257433,0.00
20231028T123925259600,0.00
20231028T123926258872,0.00
20231028T123927259643,0.00
20231028T123928266945,0.00
20231028T123929266689,0.00
20231028T123930268211,0.00
20231028T123931269688,0.00
20231028T123932270021,0.00
20231028T123933270808,0.00
20231028T123934256791,0.00
20231028T123935258210,0.00
20231028T123936258379,0.00
20231028T123937264082,0.00
20231028T123938265979,0.00
20231028T123939271652,0.00
20231028T123940271817,0.00
20231028T123941274319,0.00
20231028T123942258742,0.00
20231028T123943260559,0.00
20231028T123944264801,0.00
20231028T123945264472,0.00
20231028T123946266115,0.00
20231028T123947263235,0.00
20231028T123948264555,0.00
20231028T123949265762,0.00
20231028T123950275073,0.00
20231028T123951265738,0.00
20231028T123952270854,0.00
20231028T123953261305,0.00
20231028T123954269433,0.00
20231028T123955270125,0.00
20231028T123956270136,0.00
20231028T123957273976,0.00
20231028T123958275861,0.00
20231028T123959277242,0.00
20231028T124000279668,0.00
20231028T124001274954,0.00
20231028T124002276804,0.00
20231028T124003282100,0.00
20231028T124004267179,0.00
20231028T124005268170,0.00
20231028T124006280594,0.00
20231028T124007282932,0.00
20231028T124008269413,0.00
20231028T124009273426,0.00
20231028T124010273188,0.00
20231028T124011279534,0.00
20231028T124012280459,0.00
20231028T124013281120,0.00
20231028T124014284098,0.00
20231028T124015283716,0.00
20231028T124016285751,0.00
20231028T124017285771,0.00
20231028T124018276816,0.00
20231028T124019272440,0.00
20231028T124020273463,0.00
20231028T124021274033,0.00
20231028T124022276525,0.00
20231028T124023277931,0.00
20231028T124024282561,0.00
20231028T124025284188,0.00
20231028T124026289962,0.00
20231028T124027285699,0.00
20231028T124028287410,0.00
20231028T124029288397,0.00
20231028T124030289480,0.00
20231028T124031290667,0.00
20231028T124032280141,0.00
20231028T124033281683,0.00
20231028T124034283947,0.00
20231028T124035283874,0.00
20231028T124036284869,4.59
20231028T124037292920,5.00
20231028T124038294586,4.86
20231028T124039280984,7.97
20231028T124040281776,2.84
20231028T124041284111,9.59
20231028T124042296837,14.04
20231028T124043284249,2.97
20231028T124044289160,9.31
20231028T124045289811,0.54
20231028T124046284949,9.45
20231028T124047290272,15.26
20231028T124048290807,15.66
20231028T124049293430,15.93
20231028T124050293666,16.06
20231028T124051295080,16.06
20231028T124052295517,16.06
